,基金id,計價幣別,基金公司/總代理人,成立時間,基金規模,投資策略
2053,F0000127UU:FO,南非幣,路博邁證券投資信託股份有限公司,2018/10/15,0百萬  截至 2019/03/20,經理公司應以分散風險、確保基金之安全，並積極追求長期之投資利得及維持收 益之安定為目標。經理公司應以誠信原則及專業經營方式，將本基金投資於前述 一、 (八)之有價證券。並依下列規範進行投資： 1. 原則上，本基金自成立日起六個月後，投資於國內外之股票(含承銷股票、特 別股及存託憑證)、債券(含其他固定收益證券)、基金受益憑證(含指數股票型 基金(ETF)及商品 ETF)、不動產投資信託基金受益證券及經金管會核准得投資 項目之資產等任一資產種類之總金額不得超過本基金淨資產價值之百分之七 十(含)；投資於外國有價證券之總額不低於本基金淨資產價值之百分之六十 (含)。 2. 投資所在國或地區之國家主權評等未達下述所列信用評等機構評定等級者， 投資該國家或地區之政府債券及其他債券總金額，不得超過本基金淨資產價 值之百分之三十。 3. 本基金得投資高收益債券，惟投資高收益債券之總金額不得超過本基金淨資 產價值之百分之三十(含)。本基金原持有之債券，日後若因信用評等調升，致 使該債券不符合本款「高收益債券」定義時，則該債券不計入前述「高收益 債券」百分之三十之範圍。所謂「高收益債券」係指下列債券，惟如債券發 生信用評等不一致者，若任一信用評等機構評定為投資級債券者，該債券即 非屬高收益債券。有關法令或相關規定修正前述「高收益債券」之規定時， 從其規定。 (1) 中央政府債券：發行國家主權評等未達下述所列信用評等機構評定等級。 (2) 第(1)點以外之債券：該債券之債務發行評等未達下述所列信用評等等級或 未經信用評等機構評等。但轉換公司債、未經信用評等機構評等之債券， 其債券保證人之長期債務信用評等符合下述所列信用評等機構評定達一 定等級以上或其屬具優先受償順位債券且債券發行人之長期債務信用評 等符合下述所列信用評等機構評定達一定等級以上者，不在此限。 (3) 金融資產證券化之受益證券或資產基礎證券、不動產資產信託受益證券 (REATs)：該受益證券或基礎證券之債務發行評等未達下述所列信用評等 機構評定等級或未經信用評等機構評等。
2054,F0000127UU:FO,美元,路博邁證券投資信託股份有限公司,2018/10/15,0百萬  截至 2019/03/20,經理公司應以分散風險、確保基金之安全，並積極追求長期之投資利得及維持收 益之安定為目標。經理公司應以誠信原則及專業經營方式，將本基金投資於前述 一、 (八)之有價證券。並依下列規範進行投資： 1. 原則上，本基金自成立日起六個月後，投資於國內外之股票(含承銷股票、特 別股及存託憑證)、債券(含其他固定收益證券)、基金受益憑證(含指數股票型 基金(ETF)及商品 ETF)、不動產投資信託基金受益證券及經金管會核准得投資 項目之資產等任一資產種類之總金額不得超過本基金淨資產價值之百分之七 十(含)；投資於外國有價證券之總額不低於本基金淨資產價值之百分之六十 (含)。 2. 投資所在國或地區之國家主權評等未達下述所列信用評等機構評定等級者， 投資該國家或地區之政府債券及其他債券總金額，不得超過本基金淨資產價 值之百分之三十。 3. 本基金得投資高收益債券，惟投資高收益債券之總金額不得超過本基金淨資 產價值之百分之三十(含)。本基金原持有之債券，日後若因信用評等調升，致 使該債券不符合本款「高收益債券」定義時，則該債券不計入前述「高收益 債券」百分之三十之範圍。所謂「高收益債券」係指下列債券，惟如債券發 生信用評等不一致者，若任一信用評等機構評定為投資級債券者，該債券即 非屬高收益債券。有關法令或相關規定修正前述「高收益債券」之規定時， 從其規定。 (1) 中央政府債券：發行國家主權評等未達下述所列信用評等機構評定等級。 (2) 第(1)點以外之債券：該債券之債務發行評等未達下述所列信用評等等級或 未經信用評等機構評等。但轉換公司債、未經信用評等機構評等之債券， 其債券保證人之長期債務信用評等符合下述所列信用評等機構評定達一 定等級以上或其屬具優先受償順位債券且債券發行人之長期債務信用評 等符合下述所列信用評等機構評定達一定等級以上者，不在此限。 (3) 金融資產證券化之受益證券或資產基礎證券、不動產資產信託受益證券 (REATs)：該受益證券或基礎證券之債務發行評等未達下述所列信用評等 機構評定等級或未經信用評等機構評等。
2055,F0000127UU:FO,美元,路博邁證券投資信託股份有限公司,2018/10/15,0百萬  截至 2019/03/20,經理公司應以分散風險、確保基金之安全，並積極追求長期之投資利得及維持收 益之安定為目標。經理公司應以誠信原則及專業經營方式，將本基金投資於前述 一、 (八)之有價證券。並依下列規範進行投資： 1. 原則上，本基金自成立日起六個月後，投資於國內外之股票(含承銷股票、特 別股及存託憑證)、債券(含其他固定收益證券)、基金受益憑證(含指數股票型 基金(ETF)及商品 ETF)、不動產投資信託基金受益證券及經金管會核准得投資 項目之資產等任一資產種類之總金額不得超過本基金淨資產價值之百分之七 十(含)；投資於外國有價證券之總額不低於本基金淨資產價值之百分之六十 (含)。 2. 投資所在國或地區之國家主權評等未達下述所列信用評等機構評定等級者， 投資該國家或地區之政府債券及其他債券總金額，不得超過本基金淨資產價 值之百分之三十。 3. 本基金得投資高收益債券，惟投資高收益債券之總金額不得超過本基金淨資 產價值之百分之三十(含)。本基金原持有之債券，日後若因信用評等調升，致 使該債券不符合本款「高收益債券」定義時，則該債券不計入前述「高收益 債券」百分之三十之範圍。所謂「高收益債券」係指下列債券，惟如債券發 生信用評等不一致者，若任一信用評等機構評定為投資級債券者，該債券即 非屬高收益債券。有關法令或相關規定修正前述「高收益債券」之規定時， 從其規定。 (1) 中央政府債券：發行國家主權評等未達下述所列信用評等機構評定等級。 (2) 第(1)點以外之債券：該債券之債務發行評等未達下述所列信用評等等級或 未經信用評等機構評等。但轉換公司債、未經信用評等機構評等之債券， 其債券保證人之長期債務信用評等符合下述所列信用評等機構評定達一 定等級以上或其屬具優先受償順位債券且債券發行人之長期債務信用評 等符合下述所列信用評等機構評定達一定等級以上者，不在此限。 (3) 金融資產證券化之受益證券或資產基礎證券、不動產資產信託受益證券 (REATs)：該受益證券或基礎證券之債務發行評等未達下述所列信用評等 機構評定等級或未經信用評等機構評等。
2056,F0000127UU:FO,南非幣,路博邁證券投資信託股份有限公司,2018/07/30,0百萬  截至 2019/03/19,經理公司應以分散風險、 確保基金之安全，並積極追求長期之投資利得及維持收 益之安定為目標。經理公司應以誠信原則及專業經營方式，將本基金投資於前述 (一)、 8 之有價證券。並依下列規範進行投資： 1) 原則上，本基金自成立日起屆滿三個月(含)後，整體資產組合之加權平 均存續期間應在一年以上(含)；自成立日起六個月後: i. 投資於外國有價證券之總金額不得低於本基金淨資產價值之百分 之六十(含); ii. 投資於高收益債券之總金額不得低於本基金淨資產價值之百分之 六十(含);本基金原持有之債券，日後若因信用評等調升，致使該債 券不符合下列「高收益債券」 定義時，則該債券不得計入前述「高 收益債券」 百分之六十之範圍，且經理公司應於三個月內採取適當 處置，以符合前述投資比例限制。 iii. 投資所在國家或地區之國家主權評等未達公開說明書所列信用評 等機構評定等級者，投資該國或地區之政府債券及其他債券總金 額， 不得超過本基金淨資產價值之百分之三十。 2) 前述「高收益債券」， 係指下列債券；惟債券發生信用評等不一致者， 若任一信用評等機構評定為投資等級債券者，該債券即非高收益債券。 但如有關法令或相關規定修正前述「高收益債券」之規定時，從其規定： i. 政府公債：發行國家主權評等未達下述所列信用評等機構評定等 級。 ii. 第 i 目以外之債券：該債券之債務發行評等未達下述所列信用評等 機構評定等級或未經信用評等機構評等。但轉換公司債、未經信用 評等機構評等之債券，其債券保證人之長期債務信用評等符合下列 信用評等機構評定達一定等級以上或其屬具優先受償順位債券且債券發行人之長期債務信用評等符合下述所列信用評等機構評定 達一定等級以上者， 不在此限。
2057,F0000127UU:FO,新台幣,路博邁證券投資信託股份有限公司,2017/09/13,518百萬  截至 2019/03/21,經理公司應以分散風險、確保基金之安全，並積極追求長期之投資 利得及維持收益之安定為目標。 經理公司應以誠信原則及專業經營方式，將本基金投資於國內之有 價證券。並依下列規範進行投資： 1) 本基金主要投資於中華民國境內之國內有價證券，包括上市、 上櫃股票（含承銷股票）、存託憑證、基金受益憑證（含 ETF、 商品 ETF、槓桿型 ETF 及反向型 ETF）、政府債券、公司債（含 無擔保公司債、次順位公司債、可轉換公司債、交換公司債、 附認股權公司債、承銷中之公司債）、金融債券（含次順位金 融債券）、認股權憑證、期貨信託事業對不特定人募集之期貨 信託基金受益憑證、依金融資產證券化條例公開招募之受益 證券或資產基礎證券、依不動產證券化條例募集之封閉型不 動產投資信託基金受益證券或不動產資產信託受益證券，及 經金管會核准於國內募集發行之國際金融組組織債券。 2) 原則上，本基金於成立三個月後，投資於上市或上櫃股票(含 承銷股票)及存託憑證之總額不低於本基金淨資產價值之百分 之七十（含）。 3) 但依經理公司之專業判斷，在特殊情形下，為分散風險、確保 基金安全之目的，得不受前述投資比例之限制。所謂特殊情 形，係指本基金信託契約終止前一個月，或證券交易所或證 券櫃檯中心發布之發行量加權股價指數有下列情形之一： i) 最近六個營業日（不含當日）股價指數累計漲幅或跌幅達 百分之十以上（含本數）。 ii) 最近三十個營業日（不含當日）股價指數累計漲幅或跌幅 達百分之二十以上（含本數）。 4) 俟前款特殊情形結束後三十個營業日內，經理公司應立即調 整，以符合第二款之比例限制。 5) 經理公司得為避險需要或增加投資效率之目的，運用本基金資 產從事衍生自股票及股價指數之期貨、選擇權及期貨選擇權 等證券相關商品之交易，但須符合金管會「證券投資信託事 業運用證券投資信託基金從事證券相關商品交易應行注意事 項」及金管會之其他相關規定。
2058,F0000127UU:FO,南非幣,路博邁證券投資信託股份有限公司,2018/07/30,0百萬  截至 2019/03/19,經理公司應以分散風險、 確保基金之安全，並積極追求長期之投資利得及維持收 益之安定為目標。經理公司應以誠信原則及專業經營方式，將本基金投資於前述 (一)、 8 之有價證券。並依下列規範進行投資： 1) 原則上，本基金自成立日起屆滿三個月(含)後，整體資產組合之加權平 均存續期間應在一年以上(含)；自成立日起六個月後: i. 投資於外國有價證券之總金額不得低於本基金淨資產價值之百分 之六十(含); ii. 投資於高收益債券之總金額不得低於本基金淨資產價值之百分之 六十(含);本基金原持有之債券，日後若因信用評等調升，致使該債 券不符合下列「高收益債券」 定義時，則該債券不得計入前述「高 收益債券」 百分之六十之範圍，且經理公司應於三個月內採取適當 處置，以符合前述投資比例限制。 iii. 投資所在國家或地區之國家主權評等未達公開說明書所列信用評 等機構評定等級者，投資該國或地區之政府債券及其他債券總金 額， 不得超過本基金淨資產價值之百分之三十。 2) 前述「高收益債券」， 係指下列債券；惟債券發生信用評等不一致者， 若任一信用評等機構評定為投資等級債券者，該債券即非高收益債券。 但如有關法令或相關規定修正前述「高收益債券」之規定時，從其規定： i. 政府公債：發行國家主權評等未達下述所列信用評等機構評定等 級。 ii. 第 i 目以外之債券：該債券之債務發行評等未達下述所列信用評等 機構評定等級或未經信用評等機構評等。但轉換公司債、未經信用 評等機構評等之債券，其債券保證人之長期債務信用評等符合下列 信用評等機構評定達一定等級以上或其屬具優先受償順位債券且債券發行人之長期債務信用評等符合下述所列信用評等機構評定 達一定等級以上者， 不在此限。
2059,F0000127UU:FO,離岸人民幣,路博邁證券投資信託股份有限公司,2018/10/15,0百萬  截至 2019/03/20,經理公司應以分散風險、確保基金之安全，並積極追求長期之投資利得及維持收 益之安定為目標。經理公司應以誠信原則及專業經營方式，將本基金投資於前述 一、 (八)之有價證券。並依下列規範進行投資： 1. 原則上，本基金自成立日起六個月後，投資於國內外之股票(含承銷股票、特 別股及存託憑證)、債券(含其他固定收益證券)、基金受益憑證(含指數股票型 基金(ETF)及商品 ETF)、不動產投資信託基金受益證券及經金管會核准得投資 項目之資產等任一資產種類之總金額不得超過本基金淨資產價值之百分之七 十(含)；投資於外國有價證券之總額不低於本基金淨資產價值之百分之六十 (含)。 2. 投資所在國或地區之國家主權評等未達下述所列信用評等機構評定等級者， 投資該國家或地區之政府債券及其他債券總金額，不得超過本基金淨資產價 值之百分之三十。 3. 本基金得投資高收益債券，惟投資高收益債券之總金額不得超過本基金淨資 產價值之百分之三十(含)。本基金原持有之債券，日後若因信用評等調升，致 使該債券不符合本款「高收益債券」定義時，則該債券不計入前述「高收益 債券」百分之三十之範圍。所謂「高收益債券」係指下列債券，惟如債券發 生信用評等不一致者，若任一信用評等機構評定為投資級債券者，該債券即 非屬高收益債券。有關法令或相關規定修正前述「高收益債券」之規定時， 從其規定。 (1) 中央政府債券：發行國家主權評等未達下述所列信用評等機構評定等級。 (2) 第(1)點以外之債券：該債券之債務發行評等未達下述所列信用評等等級或 未經信用評等機構評等。但轉換公司債、未經信用評等機構評等之債券， 其債券保證人之長期債務信用評等符合下述所列信用評等機構評定達一 定等級以上或其屬具優先受償順位債券且債券發行人之長期債務信用評 等符合下述所列信用評等機構評定達一定等級以上者，不在此限。 (3) 金融資產證券化之受益證券或資產基礎證券、不動產資產信託受益證券 (REATs)：該受益證券或基礎證券之債務發行評等未達下述所列信用評等 機構評定等級或未經信用評等機構評等。
2060,F0000127UU:FO,澳幣,路博邁證券投資信託股份有限公司,2018/10/15,0百萬  截至 2019/03/20,經理公司應以分散風險、確保基金之安全，並積極追求長期之投資利得及維持收 益之安定為目標。經理公司應以誠信原則及專業經營方式，將本基金投資於前述 一、 (八)之有價證券。並依下列規範進行投資： 1. 原則上，本基金自成立日起六個月後，投資於國內外之股票(含承銷股票、特 別股及存託憑證)、債券(含其他固定收益證券)、基金受益憑證(含指數股票型 基金(ETF)及商品 ETF)、不動產投資信託基金受益證券及經金管會核准得投資 項目之資產等任一資產種類之總金額不得超過本基金淨資產價值之百分之七 十(含)；投資於外國有價證券之總額不低於本基金淨資產價值之百分之六十 (含)。 2. 投資所在國或地區之國家主權評等未達下述所列信用評等機構評定等級者， 投資該國家或地區之政府債券及其他債券總金額，不得超過本基金淨資產價 值之百分之三十。 3. 本基金得投資高收益債券，惟投資高收益債券之總金額不得超過本基金淨資 產價值之百分之三十(含)。本基金原持有之債券，日後若因信用評等調升，致 使該債券不符合本款「高收益債券」定義時，則該債券不計入前述「高收益 債券」百分之三十之範圍。所謂「高收益債券」係指下列債券，惟如債券發 生信用評等不一致者，若任一信用評等機構評定為投資級債券者，該債券即 非屬高收益債券。有關法令或相關規定修正前述「高收益債券」之規定時， 從其規定。 (1) 中央政府債券：發行國家主權評等未達下述所列信用評等機構評定等級。 (2) 第(1)點以外之債券：該債券之債務發行評等未達下述所列信用評等等級或 未經信用評等機構評等。但轉換公司債、未經信用評等機構評等之債券， 其債券保證人之長期債務信用評等符合下述所列信用評等機構評定達一 定等級以上或其屬具優先受償順位債券且債券發行人之長期債務信用評 等符合下述所列信用評等機構評定達一定等級以上者，不在此限。 (3) 金融資產證券化之受益證券或資產基礎證券、不動產資產信託受益證券 (REATs)：該受益證券或基礎證券之債務發行評等未達下述所列信用評等 機構評定等級或未經信用評等機構評等。
2061,F0000127UU:FO,美元,路博邁證券投資信託股份有限公司,2018/10/15,0百萬  截至 2019/03/20,經理公司應以分散風險、確保基金之安全，並積極追求長期之投資利得及維持收 益之安定為目標。經理公司應以誠信原則及專業經營方式，將本基金投資於前述 一、 (八)之有價證券。並依下列規範進行投資： 1. 原則上，本基金自成立日起六個月後，投資於國內外之股票(含承銷股票、特 別股及存託憑證)、債券(含其他固定收益證券)、基金受益憑證(含指數股票型 基金(ETF)及商品 ETF)、不動產投資信託基金受益證券及經金管會核准得投資 項目之資產等任一資產種類之總金額不得超過本基金淨資產價值之百分之七 十(含)；投資於外國有價證券之總額不低於本基金淨資產價值之百分之六十 (含)。 2. 投資所在國或地區之國家主權評等未達下述所列信用評等機構評定等級者， 投資該國家或地區之政府債券及其他債券總金額，不得超過本基金淨資產價 值之百分之三十。 3. 本基金得投資高收益債券，惟投資高收益債券之總金額不得超過本基金淨資 產價值之百分之三十(含)。本基金原持有之債券，日後若因信用評等調升，致 使該債券不符合本款「高收益債券」定義時，則該債券不計入前述「高收益 債券」百分之三十之範圍。所謂「高收益債券」係指下列債券，惟如債券發 生信用評等不一致者，若任一信用評等機構評定為投資級債券者，該債券即 非屬高收益債券。有關法令或相關規定修正前述「高收益債券」之規定時， 從其規定。 (1) 中央政府債券：發行國家主權評等未達下述所列信用評等機構評定等級。 (2) 第(1)點以外之債券：該債券之債務發行評等未達下述所列信用評等等級或 未經信用評等機構評等。但轉換公司債、未經信用評等機構評等之債券， 其債券保證人之長期債務信用評等符合下述所列信用評等機構評定達一 定等級以上或其屬具優先受償順位債券且債券發行人之長期債務信用評 等符合下述所列信用評等機構評定達一定等級以上者，不在此限。 (3) 金融資產證券化之受益證券或資產基礎證券、不動產資產信託受益證券 (REATs)：該受益證券或基礎證券之債務發行評等未達下述所列信用評等 機構評定等級或未經信用評等機構評等。
2062,F0000127UU:FO,澳幣,路博邁證券投資信託股份有限公司,2018/10/15,0百萬  截至 2019/03/20,經理公司應以分散風險、確保基金之安全，並積極追求長期之投資利得及維持收 益之安定為目標。經理公司應以誠信原則及專業經營方式，將本基金投資於前述 一、 (八)之有價證券。並依下列規範進行投資： 1. 原則上，本基金自成立日起六個月後，投資於國內外之股票(含承銷股票、特 別股及存託憑證)、債券(含其他固定收益證券)、基金受益憑證(含指數股票型 基金(ETF)及商品 ETF)、不動產投資信託基金受益證券及經金管會核准得投資 項目之資產等任一資產種類之總金額不得超過本基金淨資產價值之百分之七 十(含)；投資於外國有價證券之總額不低於本基金淨資產價值之百分之六十 (含)。 2. 投資所在國或地區之國家主權評等未達下述所列信用評等機構評定等級者， 投資該國家或地區之政府債券及其他債券總金額，不得超過本基金淨資產價 值之百分之三十。 3. 本基金得投資高收益債券，惟投資高收益債券之總金額不得超過本基金淨資 產價值之百分之三十(含)。本基金原持有之債券，日後若因信用評等調升，致 使該債券不符合本款「高收益債券」定義時，則該債券不計入前述「高收益 債券」百分之三十之範圍。所謂「高收益債券」係指下列債券，惟如債券發 生信用評等不一致者，若任一信用評等機構評定為投資級債券者，該債券即 非屬高收益債券。有關法令或相關規定修正前述「高收益債券」之規定時， 從其規定。 (1) 中央政府債券：發行國家主權評等未達下述所列信用評等機構評定等級。 (2) 第(1)點以外之債券：該債券之債務發行評等未達下述所列信用評等等級或 未經信用評等機構評等。但轉換公司債、未經信用評等機構評等之債券， 其債券保證人之長期債務信用評等符合下述所列信用評等機構評定達一 定等級以上或其屬具優先受償順位債券且債券發行人之長期債務信用評 等符合下述所列信用評等機構評定達一定等級以上者，不在此限。 (3) 金融資產證券化之受益證券或資產基礎證券、不動產資產信託受益證券 (REATs)：該受益證券或基礎證券之債務發行評等未達下述所列信用評等 機構評定等級或未經信用評等機構評等。
2063,F0000127UU:FO,美元,路博邁證券投資信託股份有限公司,2018/10/15,0百萬  截至 2019/03/20,經理公司應以分散風險、確保基金之安全，並積極追求長期之投資利得及維持收 益之安定為目標。經理公司應以誠信原則及專業經營方式，將本基金投資於前述 一、 (八)之有價證券。並依下列規範進行投資： 1. 原則上，本基金自成立日起六個月後，投資於國內外之股票(含承銷股票、特 別股及存託憑證)、債券(含其他固定收益證券)、基金受益憑證(含指數股票型 基金(ETF)及商品 ETF)、不動產投資信託基金受益證券及經金管會核准得投資 項目之資產等任一資產種類之總金額不得超過本基金淨資產價值之百分之七 十(含)；投資於外國有價證券之總額不低於本基金淨資產價值之百分之六十 (含)。 2. 投資所在國或地區之國家主權評等未達下述所列信用評等機構評定等級者， 投資該國家或地區之政府債券及其他債券總金額，不得超過本基金淨資產價 值之百分之三十。 3. 本基金得投資高收益債券，惟投資高收益債券之總金額不得超過本基金淨資 產價值之百分之三十(含)。本基金原持有之債券，日後若因信用評等調升，致 使該債券不符合本款「高收益債券」定義時，則該債券不計入前述「高收益 債券」百分之三十之範圍。所謂「高收益債券」係指下列債券，惟如債券發 生信用評等不一致者，若任一信用評等機構評定為投資級債券者，該債券即 非屬高收益債券。有關法令或相關規定修正前述「高收益債券」之規定時， 從其規定。 (1) 中央政府債券：發行國家主權評等未達下述所列信用評等機構評定等級。 (2) 第(1)點以外之債券：該債券之債務發行評等未達下述所列信用評等等級或 未經信用評等機構評等。但轉換公司債、未經信用評等機構評等之債券， 其債券保證人之長期債務信用評等符合下述所列信用評等機構評定達一 定等級以上或其屬具優先受償順位債券且債券發行人之長期債務信用評 等符合下述所列信用評等機構評定達一定等級以上者，不在此限。 (3) 金融資產證券化之受益證券或資產基礎證券、不動產資產信託受益證券 (REATs)：該受益證券或基礎證券之債務發行評等未達下述所列信用評等 機構評定等級或未經信用評等機構評等。
2064,F0000127UU:FO,離岸人民幣,路博邁證券投資信託股份有限公司,2018/10/15,0百萬  截至 2019/03/20,經理公司應以分散風險、確保基金之安全，並積極追求長期之投資利得及維持收 益之安定為目標。經理公司應以誠信原則及專業經營方式，將本基金投資於前述 一、 (八)之有價證券。並依下列規範進行投資： 1. 原則上，本基金自成立日起六個月後，投資於國內外之股票(含承銷股票、特 別股及存託憑證)、債券(含其他固定收益證券)、基金受益憑證(含指數股票型 基金(ETF)及商品 ETF)、不動產投資信託基金受益證券及經金管會核准得投資 項目之資產等任一資產種類之總金額不得超過本基金淨資產價值之百分之七 十(含)；投資於外國有價證券之總額不低於本基金淨資產價值之百分之六十 (含)。 2. 投資所在國或地區之國家主權評等未達下述所列信用評等機構評定等級者， 投資該國家或地區之政府債券及其他債券總金額，不得超過本基金淨資產價 值之百分之三十。 3. 本基金得投資高收益債券，惟投資高收益債券之總金額不得超過本基金淨資 產價值之百分之三十(含)。本基金原持有之債券，日後若因信用評等調升，致 使該債券不符合本款「高收益債券」定義時，則該債券不計入前述「高收益 債券」百分之三十之範圍。所謂「高收益債券」係指下列債券，惟如債券發 生信用評等不一致者，若任一信用評等機構評定為投資級債券者，該債券即 非屬高收益債券。有關法令或相關規定修正前述「高收益債券」之規定時， 從其規定。 (1) 中央政府債券：發行國家主權評等未達下述所列信用評等機構評定等級。 (2) 第(1)點以外之債券：該債券之債務發行評等未達下述所列信用評等等級或 未經信用評等機構評等。但轉換公司債、未經信用評等機構評等之債券， 其債券保證人之長期債務信用評等符合下述所列信用評等機構評定達一 定等級以上或其屬具優先受償順位債券且債券發行人之長期債務信用評 等符合下述所列信用評等機構評定達一定等級以上者，不在此限。 (3) 金融資產證券化之受益證券或資產基礎證券、不動產資產信託受益證券 (REATs)：該受益證券或基礎證券之債務發行評等未達下述所列信用評等 機構評定等級或未經信用評等機構評等。
2065,F0000127UU:FO,澳幣,路博邁證券投資信託股份有限公司,2018/10/15,0百萬  截至 2019/03/20,經理公司應以分散風險、確保基金之安全，並積極追求長期之投資利得及維持收 益之安定為目標。經理公司應以誠信原則及專業經營方式，將本基金投資於前述 一、 (八)之有價證券。並依下列規範進行投資： 1. 原則上，本基金自成立日起六個月後，投資於國內外之股票(含承銷股票、特 別股及存託憑證)、債券(含其他固定收益證券)、基金受益憑證(含指數股票型 基金(ETF)及商品 ETF)、不動產投資信託基金受益證券及經金管會核准得投資 項目之資產等任一資產種類之總金額不得超過本基金淨資產價值之百分之七 十(含)；投資於外國有價證券之總額不低於本基金淨資產價值之百分之六十 (含)。 2. 投資所在國或地區之國家主權評等未達下述所列信用評等機構評定等級者， 投資該國家或地區之政府債券及其他債券總金額，不得超過本基金淨資產價 值之百分之三十。 3. 本基金得投資高收益債券，惟投資高收益債券之總金額不得超過本基金淨資 產價值之百分之三十(含)。本基金原持有之債券，日後若因信用評等調升，致 使該債券不符合本款「高收益債券」定義時，則該債券不計入前述「高收益 債券」百分之三十之範圍。所謂「高收益債券」係指下列債券，惟如債券發 生信用評等不一致者，若任一信用評等機構評定為投資級債券者，該債券即 非屬高收益債券。有關法令或相關規定修正前述「高收益債券」之規定時， 從其規定。 (1) 中央政府債券：發行國家主權評等未達下述所列信用評等機構評定等級。 (2) 第(1)點以外之債券：該債券之債務發行評等未達下述所列信用評等等級或 未經信用評等機構評等。但轉換公司債、未經信用評等機構評等之債券， 其債券保證人之長期債務信用評等符合下述所列信用評等機構評定達一 定等級以上或其屬具優先受償順位債券且債券發行人之長期債務信用評 等符合下述所列信用評等機構評定達一定等級以上者，不在此限。 (3) 金融資產證券化之受益證券或資產基礎證券、不動產資產信託受益證券 (REATs)：該受益證券或基礎證券之債務發行評等未達下述所列信用評等 機構評定等級或未經信用評等機構評等。
2066,F0000127UU:FO,澳幣,路博邁證券投資信託股份有限公司,2018/10/15,0百萬  截至 2019/03/20,經理公司應以分散風險、確保基金之安全，並積極追求長期之投資利得及維持收 益之安定為目標。經理公司應以誠信原則及專業經營方式，將本基金投資於前述 一、 (八)之有價證券。並依下列規範進行投資： 1. 原則上，本基金自成立日起六個月後，投資於國內外之股票(含承銷股票、特 別股及存託憑證)、債券(含其他固定收益證券)、基金受益憑證(含指數股票型 基金(ETF)及商品 ETF)、不動產投資信託基金受益證券及經金管會核准得投資 項目之資產等任一資產種類之總金額不得超過本基金淨資產價值之百分之七 十(含)；投資於外國有價證券之總額不低於本基金淨資產價值之百分之六十 (含)。 2. 投資所在國或地區之國家主權評等未達下述所列信用評等機構評定等級者， 投資該國家或地區之政府債券及其他債券總金額，不得超過本基金淨資產價 值之百分之三十。 3. 本基金得投資高收益債券，惟投資高收益債券之總金額不得超過本基金淨資 產價值之百分之三十(含)。本基金原持有之債券，日後若因信用評等調升，致 使該債券不符合本款「高收益債券」定義時，則該債券不計入前述「高收益 債券」百分之三十之範圍。所謂「高收益債券」係指下列債券，惟如債券發 生信用評等不一致者，若任一信用評等機構評定為投資級債券者，該債券即 非屬高收益債券。有關法令或相關規定修正前述「高收益債券」之規定時， 從其規定。 (1) 中央政府債券：發行國家主權評等未達下述所列信用評等機構評定等級。 (2) 第(1)點以外之債券：該債券之債務發行評等未達下述所列信用評等等級或 未經信用評等機構評等。但轉換公司債、未經信用評等機構評等之債券， 其債券保證人之長期債務信用評等符合下述所列信用評等機構評定達一 定等級以上或其屬具優先受償順位債券且債券發行人之長期債務信用評 等符合下述所列信用評等機構評定達一定等級以上者，不在此限。 (3) 金融資產證券化之受益證券或資產基礎證券、不動產資產信託受益證券 (REATs)：該受益證券或基礎證券之債務發行評等未達下述所列信用評等 機構評定等級或未經信用評等機構評等。
2067,F0000127UU:FO,離岸人民幣,路博邁證券投資信託股份有限公司,2018/07/30,0百萬  截至 2019/03/19,經理公司應以分散風險、 確保基金之安全，並積極追求長期之投資利得及維持收 益之安定為目標。經理公司應以誠信原則及專業經營方式，將本基金投資於前述 (一)、 8 之有價證券。並依下列規範進行投資： 1) 原則上，本基金自成立日起屆滿三個月(含)後，整體資產組合之加權平 均存續期間應在一年以上(含)；自成立日起六個月後: i. 投資於外國有價證券之總金額不得低於本基金淨資產價值之百分 之六十(含); ii. 投資於高收益債券之總金額不得低於本基金淨資產價值之百分之 六十(含);本基金原持有之債券，日後若因信用評等調升，致使該債 券不符合下列「高收益債券」 定義時，則該債券不得計入前述「高 收益債券」 百分之六十之範圍，且經理公司應於三個月內採取適當 處置，以符合前述投資比例限制。 iii. 投資所在國家或地區之國家主權評等未達公開說明書所列信用評 等機構評定等級者，投資該國或地區之政府債券及其他債券總金 額， 不得超過本基金淨資產價值之百分之三十。 2) 前述「高收益債券」， 係指下列債券；惟債券發生信用評等不一致者， 若任一信用評等機構評定為投資等級債券者，該債券即非高收益債券。 但如有關法令或相關規定修正前述「高收益債券」之規定時，從其規定： i. 政府公債：發行國家主權評等未達下述所列信用評等機構評定等 級。 ii. 第 i 目以外之債券：該債券之債務發行評等未達下述所列信用評等 機構評定等級或未經信用評等機構評等。但轉換公司債、未經信用 評等機構評等之債券，其債券保證人之長期債務信用評等符合下列 信用評等機構評定達一定等級以上或其屬具優先受償順位債券且債券發行人之長期債務信用評等符合下述所列信用評等機構評定 達一定等級以上者， 不在此限。
