單詞	TF	DF	TF-IDF
情事致影響該	14	14	4.74149107
性或社會情勢	14	14	4.74149107
性及投資效率	14	14	4.74149107
從事衍生自貨	14	14	4.74149107
從事衍生自有	14	14	4.74149107
得運用基?資	14	14	4.74149107
得於國內募集	14	14	4.74149107
得投資項目等	14	14	4.74149107
度投資所在國	14	14	4.74149107
年度投資所在	14	14	4.74149107
平均水準之有	14	14	4.74149107
幣間匯率避險	14	14	4.74149107
幣計價有價證	14	14	4.74149107
幣之期貨或選	14	14	4.74149107
市與上櫃之股	14	14	4.74149107
市場股票之平	14	14	4.74149107
市場總市值之	14	7	5.387539983
市場掛牌交易	14	14	4.74149107
市場交易之貨	14	14	4.74149107
市值之百分之	14	7	5.387539983
小型有價證券	14	7	5.387539983
家或地區有下	14	14	4.74149107
家或地區之店	14	14	4.74149107
家之高收益債	14	14	4.74149107
害關係並具有	14	14	4.74149107
定委託證券經	14	14	4.74149107
定之重要科技	14	14	4.74149107
存託憑證等有	14	10	5.055100544
存託憑證或指	14	14	4.74149107
子外幣間匯率	14	14	4.74149107
委託證券經紀	14	14	4.74149107
大洋洲及開曼	14	14	4.74149107
大法令政策變	14	14	4.74149107
外有價證券為	14	14	4.74149107
外幣間匯率避	14	14	4.74149107
外幣計價有價	14	14	4.74149107
外匯管制或該	14	14	4.74149107
境內之有價證	14	14	4.74149107
場股票之平均	14	14	4.74149107
場總市值之百	14	7	5.387539983
場型基金及追	14	14	4.74149107
場交易之貨幣	14	14	4.74149107
報生效得於國	14	14	4.74149107
報生效之外國	14	14	4.74149107
基?管?機構	14	14	4.74149107
基金總金額不	14	14	4.74149107
基金投資範圍	14	14	4.74149107
基金及私募基	14	14	4.74149107
型基金及私募	14	14	4.74149107
均水準之有價	14	14	4.74149107
地區集中交易	14	14	4.74149107
地區包括亞洲	14	14	4.74149107
地區債券之總	14	14	4.74149107
圍及標的如前	14	14	4.74149107
國家之高收益	14	14	4.74149107
國另?投資市	14	14	4.74149107
國內募集及銷	14	14	4.74149107
國之證券集中	14	14	4.74149107
單位或存託憑	14	12	4.885167452
售之債券型基	14	14	4.74149107
含以國內有價	14	14	4.74149107
含上市或上櫃	14	8	5.26308184
合?管會規定	14	14	4.74149107
合型基金及私	14	14	4.74149107
合前述之規定	14	14	4.74149107
合前述之比例	14	14	4.74149107
司得運用基?	14	14	4.74149107
司債及符合美	14	14	4.74149107
司亦得為避險	14	14	4.74149107
可抗?情事致	14	14	4.74149107
另?投資市場	14	14	4.74149107
另經理公司亦	14	14	4.74149107
受益證券及本	14	14	4.74149107
及金融債券之	14	14	4.74149107
及標的如前述	14	14	4.74149107
及於外國證券	14	14	4.74149107
及指數股票型	14	11	4.966266542
及存託憑證等	14	10	5.055100544
及匯率選擇權	14	14	4.74149107
即本國子基金	14	12	4.885167452
十以上任一之	14	14	4.74149107
區集中交易市	14	14	4.74149107
區證券市場股	14	14	4.74149107
區發生政治性	14	14	4.74149107
區債券之總金	14	14	4.74149107
匯管制或該國	14	14	4.74149107
匯率選擇權等	14	14	4.74149107
匯換利及匯率	14	14	4.74149107
包含承銷股票	14	6	5.531216365
包含以國內有	14	14	4.74149107
勢重大且非預	14	14	4.74149107
勢之重大變動	14	14	4.74149107
加投資效?目	14	14	4.74149107
前述高收?債	14	14	4.74149107
前述之比例限	14	14	4.74149107
前一年度投資	14	14	4.74149107
券經紀商交易	14	14	4.74149107
券市場股票之	14	14	4.74149107
券及本國企業	14	14	4.74149107
券及中華民國	14	14	4.74149107
券交?所或店	14	14	4.74149107
券交易所或證	14	14	4.74149107
券交易所或經	14	14	4.74149107
券交易市場及	14	14	4.74149107
券之總?額不	14	14	4.74149107
券不包含以國	14	14	4.74149107
制或該國貨幣	14	14	4.74149107
利及匯率選擇	14	14	4.74149107
別股總金額不	14	14	4.74149107
准之投資項目	14	14	4.74149107
准之外國有價	14	13	4.810563521
其中投資於外	14	14	4.74149107
公司得運用基	14	14	4.74149107
公司債及符合	14	14	4.74149107
公司亦得為避	14	14	4.74149107
全球債券指數	14	14	4.74149107
內之有價證券	14	14	4.74149107
價指數和債券	14	14	4.74149107
債及符合美國	14	14	4.74149107
債券不包含以	14	14	4.74149107
信用評機構評	14	14	4.74149107
係指前一年度	14	14	4.74149107
依誠信原則及	14	14	4.74149107
佣金不得高於	14	14	4.74149107
位或存託憑證	14	12	4.885167452
任一之國家或	14	14	4.74149107
以上任一之國	14	14	4.74149107
令政策變更或	14	14	4.74149107
亦得為避險操	14	14	4.74149107
交?所或店頭	14	14	4.74149107
交易所或經金	14	14	4.74149107
交易市場或證	14	14	4.74149107
二十以上任一	14	14	4.74149107
事衍生自貨幣	14	14	4.74149107
事衍生自有價	14	14	4.74149107
事致影響該國	14	14	4.74149107
之金額應達基	14	14	4.74149107
之禁止或限制	14	14	4.74149107
之外幣計價有	14	14	4.74149107
之公司債及符	14	14	4.74149107
之債券型及貨	14	12	4.885167452
之債券不包含	14	14	4.74149107
之信用評等規	14	14	4.74149107
之二十以上任	14	14	4.74149107
主要投資範圍	14	14	4.74149107
中投資於外國	14	14	4.74149107
中小型有價證	14	7	5.387539983
中國有價證券	14	10	5.055100544
且投資前開任	14	14	4.74149107
不得高於投資	14	14	4.74149107
不可抗?情事	14	14	4.74149107
不包含以國內	14	14	4.74149107
下列投資比例	14	14	4.74149107
上市與上櫃之	14	14	4.74149107
上任一之國家	14	14	4.74149107
一年度投資所	14	14	4.74149107
一之國家或地	14	14	4.74149107
?證券及國外	13	13	4.738421291
?機構所發?	13	13	4.738421291
?之有價證券	13	13	4.738421291
?得超過基?	13	13	4.738421291
?馬尼亞及其	13	13	4.738421291
馬尼亞及其他	13	13	4.738421291
額不得超過基	13	13	4.738421291
額不低於淨資	13	10	4.979291083
頭市場所交易	13	13	4.738421291
非屬高收益債	13	13	4.738421291
際金融組織所	13	13	4.738421291
限於指數股票	13	8	5.18415336
金資產價值之	13	13	4.738421291
金融組織所發	13	13	4.738421291
金至到期之投	13	13	4.738421291
金管會及中央	13	13	4.738421291
金投資所在國	13	13	4.738421291
金公司應以分	13	13	4.738421291
選擇適宜時機	13	13	4.738421291
選擇權交易及	13	13	4.738421291
適宜時機進行	13	13	4.738421291
過基?淨資產	13	13	4.738421291
追蹤及投資判	13	13	4.738421291
述所定義之新	13	13	4.738421291
蹤及投資判斷	13	13	4.738421291
超過基?淨資	13	13	4.738421291
資股票比例調	13	13	4.738421291
資當時該有價	13	10	4.979291083
資於該等新興	13	13	4.738421291
資於公司債及	13	13	4.738421291
資於上述所定	13	13	4.738421291
資外國有價證	13	13	4.738421291
資外國子基金	13	13	4.738421291
資單位或存託	13	11	4.891789291
買回交易之交	13	13	4.738421291
貨或選擇權及	13	13	4.738421291
證券化條?發	13	13	4.738421291
證券包括歐洲	13	13	4.738421291
該等新興市場	13	13	4.738421291
該有價證券發	13	10	4.979291083
評等等級經任	13	13	4.738421291
託憑證及其他	13	13	4.738421291
規定修改者依	13	13	4.738421291
行或經理而於	13	10	4.979291083
融組織所發行	13	13	4.738421291
融債券之總金	13	13	4.738421291
致無法匯出者	13	13	4.738421291
股票比例調整	13	13	4.738421291
織所發行之國	13	13	4.738421291
經任一信用評	13	13	4.738421291
組織所發行之	13	13	4.738421291
組合管理之目	13	13	4.738421291
級經任一信用	13	13	4.738421291
管?機構所發	13	13	4.738421291
管會及中央銀	13	13	4.738421291
等級經任一信	13	13	4.738421291
等等級經任一	13	13	4.738421291
等新興市場國	13	13	4.738421291
票比例調整為	13	13	4.738421291
票及特別股股	13	13	4.738421291
相當債券性質	13	13	4.738421291
益債券不在此	13	13	4.738421291
的指數成分股	13	9	5.076019826
發行或經理而	13	10	4.979291083
當時該有價證	13	10	4.979291083
當債券性質之	13	13	4.738421291
由多元且分散	13	13	4.738421291
由國家或地區	13	13	4.738421291
球新興收益債	13	13	4.738421291
率選擇權交易	13	13	4.738421291
特殊情形發生	13	13	4.738421291
為避險之目的	13	13	4.738421291
為追蹤及投資	13	13	4.738421291
洲地區以外進	13	13	4.738421291
洋洲地區以外	13	13	4.738421291
沙烏地阿拉伯	13	13	4.738421291
民國境外之國	13	13	4.738421291
殊情形發生時	13	13	4.738421291
歐盟會員國等	13	13	4.738421291
歐洲所有國家	13	13	4.738421291
歐元區及歐盟	13	13	4.738421291
權評等等級經	13	13	4.738421291
權交易及一籃	13	13	4.738421291
標的指數之績	13	7	5.306745051
業之上市或上	13	13	4.738421291
根全球新興收	13	13	4.738421291
本基?投資之	13	13	4.738421291
本基金資產價	13	13	4.738421291
本基金投資所	13	13	4.738421291
會及中央銀行	13	13	4.738421291
時該有價證券	13	10	4.979291083
易市場及經金	13	13	4.738421291
易及一籃子外	13	13	4.738421291
易之交易對象	13	13	4.738421291
日前之二年內	13	13	4.738421291
於該等新興市	13	13	4.738421291
於本基金資產	13	13	4.738421291
於新興市場之	13	13	4.738421291
於公司債及金	13	13	4.738421291
於上述投資所	13	13	4.738421291
於上述所定義	13	13	4.738421291
改者依修正後	13	13	4.738421291
收益債券不在	13	13	4.738421291
擇適宜時機進	13	13	4.738421291
擇權交易及一	13	13	4.738421291
換匯換利交易	13	13	4.738421291
括歐洲所有國	13	13	4.738421291
投資股票比例	13	13	4.738421291
投資當時該有	13	10	4.979291083
投資於該等新	13	13	4.738421291
投資於公司債	13	13	4.738421291
投資於以投資	13	13	4.738421291
投資於上述所	13	13	4.738421291
投資外國有價	13	13	4.738421291
投資外國子基	13	13	4.738421291
投資單位或存	13	11	4.891789291
投資中國境內	13	13	4.738421291
承銷或註冊掛	13	13	4.738421291
所發行之國際	13	13	4.738421291
或選擇權及利	13	13	4.738421291
或地區進?交	13	13	4.738421291
或地區於亞洲	13	13	4.738421291
或地區內經金	13	13	4.738421291
或在特殊情形	13	13	4.738421291
或債券型基?	13	13	4.738421291
或上櫃股票之	13	13	4.738421291
得超過基?淨	13	13	4.738421291
得為避險之目	13	13	4.738421291
得及收益為目	13	13	4.738421291
幣計價債券之	13	13	4.738421291
市場所交易之	13	13	4.738421291
市場型基金受	13	13	4.738421291
市場及經金管	13	13	4.738421291
屬高收益債券	13	13	4.738421291
尼亞及其他歐	13	13	4.738421291
對外幣間匯率	13	13	4.738421291
密器械與自動	13	13	4.738421291
家或地區進?	13	13	4.738421291
家或地區於亞	13	13	4.738421291
家或地區內經	13	13	4.738421291
宜時機進行調	13	13	4.738421291
定修改者依修	13	13	4.738421291
存託憑證及其	13	13	4.738421291
大洋洲地區以	13	13	4.738421291
外相當債券性	13	13	4.738421291
外之國家或地	13	13	4.738421291
境外之國家或	13	13	4.738421291
境內之上市上	13	13	4.738421291
場型基金受益	13	13	4.738421291
場及經金管會	13	13	4.738421291
基金資產價值	13	13	4.738421291
基金投資所在	13	13	4.738421291
基金受?憑證	13	9	5.076019826
基金公司應以	13	13	4.738421291
基礎建設相關	13	5	5.615651441
地區進?交?	13	13	4.738421291
地區內經金管	13	13	4.738421291
地區以外進?	13	13	4.738421291
在特殊情形發	13	13	4.738421291
在本基金信託	13	13	4.738421291
國家或地區於	13	13	4.738421291
國外相當債券	13	13	4.738421291
國境外之國家	13	13	4.738421291
國不動產證券	13	9	5.076019826
回交易之交易	13	13	4.738421291
器械與自動化	13	13	4.738421291
含但不限於指	13	8	5.18415336
合金管會之相	13	13	4.738421291
合管理之目標	13	13	4.738421291
司得為避險之	13	13	4.738421291
可抗力之情事	13	13	4.738421291
受?證券及國	13	13	4.738421291
受前述比例限	13	10	4.979291083
及特別股股票	13	13	4.738421291
及歐盟會員國	13	13	4.738421291
及收益為目標	13	13	4.738421291
及投資效率之	13	13	4.738421291
及投資判斷依	13	13	4.738421291
及境外之有價	13	13	4.738421291
及國外相當債	13	13	4.738421291
及固定收?型	13	13	4.738421291
及其他歐元區	13	13	4.738421291
即非屬高收益	13	13	4.738421291
區及歐盟會員	13	13	4.738421291
區內經金管會	13	13	4.738421291
區以外進?交	13	13	4.738421291
匯率選擇權交	13	13	4.738421291
匯率及利率走	13	13	4.738421291
化商品之總金	13	13	4.738421291
包括歐洲所有	13	13	4.738421291
包含但不限於	13	8	5.18415336
前述比例限制	13	10	4.979291083
券型基?受?	13	13	4.738421291
券包括歐洲所	13	13	4.738421291
利得及收益為	13	13	4.738421291
列投資地區及	13	13	4.738421291
其他金管會及	13	13	4.738421291
其他歐元區及	13	13	4.738421291
全球新興收益	13	13	4.738421291
內經金管會核	13	13	4.738421291
內及境外之有	13	13	4.738421291
內之上市上櫃	13	13	4.738421291
元區及歐盟會	13	13	4.738421291
價證券包括歐	13	13	4.738421291
價債券之總金	13	13	4.738421291
債券型基?受	13	13	4.738421291
債券不在此限	13	13	4.738421291
修改者依修正	13	13	4.738421291
作為追蹤及投	13	13	4.738421291
低於本基金資	13	13	4.738421291
但在本基金信	13	13	4.738421291
但不限於指數	13	8	5.18415336
以新興市場國	13	13	4.738421291
以外進?交?	13	13	4.738421291
以及固定收?	13	13	4.738421291
他金管會及中	13	13	4.738421291
他歐元區及歐	13	13	4.738421291
交?之有價證	13	13	4.738421291
交易市場及經	13	13	4.738421291
交易及一籃子	13	13	4.738421291
交易之交易對	13	13	4.738421291
亞及其他歐元	13	13	4.738421291
之指?股票型	13	11	4.891789291
之投資總金額	13	13	4.738421291
之任一信用評	13	13	4.738421291
之交易對象及	13	13	4.738421291
並由國家或地	13	13	4.738421291
且本基金自成	13	13	4.738421291
且投資於該等	13	13	4.738421291
不限於指數股	13	8	5.18415336
不可抗力之情	13	13	4.738421291
上述所定義之	13	13	4.738421291
?債券之總金	12	8	5.098904108
?之本票或匯	12	10	4.897410627
?日起三個月	12	12	4.732778465
?得高於本基	12	6	5.358674386
?得計入前述	12	12	4.732778465
?投資之外國	12	12	4.732778465
?之安全為目	12	12	4.732778465
?約第十四條	12	6	5.358674386
點所述投資比	12	12	4.732778465
高股利之股票	12	6	5.358674386
高於本基?淨	12	6	5.358674386
高收益債券為	12	12	4.732778465
香港地區或任	12	3	5.984570308
香港以外之國	12	12	4.732778465
香港之國家或	12	12	4.732778465
頻率條件及當	12	12	4.732778465
項所列外幣間	12	12	4.732778465
非累積之條件	12	12	4.732778465
集發行之外國	12	12	4.732778465
險交易之操作	12	12	4.732778465
障受益人之權	12	12	4.732778465
陸地區證券交	12	12	4.732778465
關產業所發行	12	3	5.984570308
長期穩定的成	12	12	4.732778465
長期發展潛力	12	12	4.732778465
長期投資契機	12	12	4.732778465
鑑機構評定為	12	11	4.811347732
銷中轉換公司	12	12	4.732778465
銀?定期存單	12	10	4.897410627
金長期穩定的	12	12	4.732778465
金資產組合之	12	12	4.732778465
金融資產基礎	12	12	4.732778465
金融資產受益	12	12	4.732778465
金著重中長期	12	12	4.732778465
金管會之禁止	12	12	4.732778465
金於從事本項	12	12	4.732778465
金所持有之高	12	12	4.732778465
金得投資於以	12	12	4.732778465
金主要投資標	12	12	4.732778465
金三檔子基金	12	3	5.984570308
量特別股標的	12	12	4.732778465
重中長期投資	12	12	4.732778465
配的股利是否	12	12	4.732778465
配息頻率條件	12	12	4.732778465
配息與潛在獲	12	12	4.732778465
配息基本條件	12	12	4.732778465
配息之配息頻	12	12	4.732778465
部或部分資產	12	12	4.732778465
還債券本息提	12	12	4.732778465
避險交易之操	12	12	4.732778465
過所有外國貨	12	12	4.732778465
運模式等基本	12	12	4.732778465
進行指數股票	12	9	4.992548743
通新興市場債	12	12	4.732778465
追求基金長期	12	12	4.732778465
述投資地區發	12	12	4.732778465
述國家經金管	12	10	4.897410627
述各國以下合	12	12	4.732778465
述信評公司評	12	12	4.732778465
述信用評等限	12	12	4.732778465
述亞洲及泛太	12	3	5.984570308
述?所訂高收	12	12	4.732778465
述?之比?限	12	12	4.732778465
轉讓銀?定期	12	10	4.897410627
輔以信用風險	12	12	4.732778465
超過所有外國	12	12	4.732778465
資?分析機構	12	6	5.358674386
資評價分析等	12	12	4.732778465
資股票及債券	12	12	4.732778465
資組合風險評	12	12	4.732778465
資組合股??	12	6	5.358674386
資策略詳如下	12	12	4.732778465
資等級之債券	12	12	4.732778465
資目的為提供	12	12	4.732778465
資產依標的指	12	12	4.732778465
資產之價值與	12	12	4.732778465
資特別股之股	12	12	4.732778465
資比例達本基	12	4	5.72480003
資標的為全球	12	12	4.732778465
資標的從中建	12	12	4.732778465
資於股票金額	12	12	4.732778465
資於經下?第	12	12	4.732778465
資於各成分股	12	12	4.732778465
資於全球具優	12	12	4.732778465
資於以投資高	12	12	4.732778465
資所在國之國	12	12	4.732778465
資利得及收益	12	12	4.732778465
資人參與來自	12	12	4.732778465
資之債券不包	12	12	4.732778465
貨幣計價資產	12	12	4.732778465
讓銀?定期存	12	10	4.897410627
證券發行篩選	12	12	4.732778465
證券及外國有	12	12	4.732778465
證券及中華民	12	12	4.732778465
證券之金額應	12	12	4.732778465
調資?分析機	12	6	5.358674386
調升信用評等	12	12	4.732778465
詳如公開說明	12	12	4.732778465
評等限制之規	12	12	4.732778465
評等等級致未	12	12	4.732778465
評等機構調升	12	12	4.732778465
評價分析等投	12	12	4.732778465
評估個股的產	12	12	4.732778465
託?約第十四	12	6	5.358674386
託事業對?特	12	12	4.732778465
計投資比重達	12	9	4.992548743
計投資比例達	12	4	5.72480003
計入前述?所	12	12	4.732778465
計價資產之價	12	12	4.732778465
計價之亞洲債	12	12	4.732778465
訂高收益債券	12	12	4.732778465
要投資目的為	12	12	4.732778465
要投資標的為	12	12	4.732778465
被低估及具有	12	12	4.732778465
行而於印度發	12	12	4.732778465
行的非投資等	12	12	4.732778465
行指數股票型	12	9	4.992548743
行公司是否具	12	12	4.732778465
行公司以其全	12	12	4.732778465
行公司之外的	12	12	4.732778465
行之外國金融	12	12	4.732778465
著重中長期投	12	12	4.732778465
華民國與國外	12	12	4.732778465
華民國及中華	12	12	4.732778465
英屬維京群島	12	12	4.732778465
興市場債券子	12	11	4.811347732
與非累積之條	12	12	4.732778465
與經濟性重大	12	12	4.732778465
與潛在獲利機	12	12	4.732778465
與國外地區之	12	12	4.732778465
與來自全球特	12	12	4.732778465
致未符合高收	12	12	4.732778465
至其他年度與	12	12	4.732778465
自成?日起三	12	12	4.732778465
自全球特別股	12	12	4.732778465
股票投資組合	12	12	4.732778465
股票及債券比	12	12	4.732778465
股的股利配息	12	12	4.732778465
股的產業地位	12	12	4.732778465
股權性質之特	12	12	4.732778465
股權利證書及	12	12	4.732778465
股標的產業狀	12	12	4.732778465
股性質之有價	12	6	5.358674386
股利配息與潛	12	12	4.732778465
股利是否為固	12	12	4.732778465
股利是否可累	12	12	4.732778465
股利分配條件	12	12	4.732778465
股之股票池中	12	12	4.732778465
而發行的非投	12	12	4.732778465
而於印度發行	12	12	4.732778465
而將其納入潛	12	12	4.732778465
者由發行公司	12	12	4.732778465
考量特別股標	12	12	4.732778465
績效表現為目	12	12	4.732778465
編製之權值比	12	12	4.732778465
經理公司將考	12	12	4.732778465
經濟性重大且	12	12	4.732778465
經信託?約第	12	6	5.358674386
組合風險評估	12	12	4.732778465
累積至其他年	12	12	4.732778465
累積之條件等	12	12	4.732778465
級致未符合高	12	12	4.732778465
納入潛在投資	12	12	4.732778465
約第十四條第	12	6	5.358674386
策略詳如下列	12	12	4.732778465
等限制之規定	12	12	4.732778465
等級致未符合	12	12	4.732778465
等等級致未符	12	12	4.732778465
等相關產業所	12	3	5.984570308
等機構調升信	12	12	4.732778465
等投資組合風	12	12	4.732778465
第十四條第一	12	6	5.358674386
第三人對償還	12	12	4.732778465
符合?管會之	12	12	4.732778465
符合前述?之	12	12	4.732778465
積至其他年度	12	12	4.732778465
票及債券比例	12	12	4.732778465
知名之公正市	12	6	5.358674386
相關產業所發	12	3	5.984570308
目的為提供投	12	12	4.732778465
益證券之金額	12	12	4.732778465
益債券為訴求	12	12	4.732778465
益債券以新興	12	12	4.732778465
益債券之投資	12	12	4.732778465
的非投資等級	12	12	4.732778465
的股利配息與	12	12	4.732778465
的股利是否可	12	12	4.732778465
的第三人對償	12	12	4.732778465
的產業狀況及	12	12	4.732778465
的為提供投資	12	12	4.732778465
的為全球具股	12	12	4.732778465
的投資評價分	12	12	4.732778465
的從中建構本	12	12	4.732778465
發?之本票或	12	10	4.897410627
發行篩選條件	12	12	4.732778465
發行的非投資	12	12	4.732778465
發行公司以其	12	12	4.732778465
發行公司之外	12	12	4.732778465
發行之外國金	12	12	4.732778465
發行之債券及	12	12	4.732778465
發生政治性與	12	12	4.732778465
發展潛力之投	12	12	4.732778465
當年度未獲分	12	12	4.732778465
略詳如下列【	12	12	4.732778465
由發行公司之	12	12	4.732778465
用評等限制之	12	12	4.732778465
產業狀況及國	12	12	4.732778465
產之價值與期	12	12	4.732778465
生政治性與經	12	12	4.732778465
理公司將考量	12	12	4.732778465
理之債券型基	12	12	4.732778465
球知名之公正	12	6	5.358674386
球特別股的股	12	12	4.732778465
球具股權性質	12	12	4.732778465
球具優先擔保	12	12	4.732778465
率條件及當年	12	12	4.732778465
獲取中長期之	12	12	4.732778465
獲分配的股利	12	12	4.732778465
狀況及國家特	12	12	4.732778465
特別股的股利	12	12	4.732778465
特別股標的產	12	12	4.732778465
特別股性質之	12	6	5.358674386
特別股之股票	12	12	4.732778465
特別股之有價	12	12	4.732778465
營運模式等基	12	12	4.732778465
為訴求之基金	12	12	4.732778465
為提供投資人	12	12	4.732778465
為固定或浮動	12	12	4.732778465
為全球具股權	12	12	4.732778465
為保障受益人	12	12	4.732778465
為中國大陸地	12	12	4.732778465
濟性重大且非	12	12	4.732778465
潛在獲利機會	12	12	4.732778465
潛在投資特別	12	12	4.732778465
潛力之投資標	12	12	4.732778465
港地區或任一	12	3	5.984570308
港以外之國家	12	12	4.732778465
港之國家或機	12	12	4.732778465
浮動之配息條	12	12	4.732778465
洲及泛太平洋	12	3	5.984570308
泛太平洋地區	12	3	5.984570308
況及國家特性	12	12	4.732778465
治性與經濟性	12	12	4.732778465
求被低估及具	12	12	4.732778465
求基金長期穩	12	12	4.732778465
民國與國外地	12	12	4.732778465
民國及中華民	12	12	4.732778465
比例達本基金	12	4	5.72480003
比例之具體投	12	12	4.732778465
每季終?之日	12	6	5.358674386
正市調資?分	12	6	5.358674386
款所述信評公	12	12	4.732778465
款所述之任一	12	12	4.732778465
權性質之特別	12	12	4.732778465
權平均股??	12	6	5.358674386
櫃公司股票為	12	12	4.732778465
檯買賣中心發	12	12	4.732778465
檔投資標的從	12	12	4.732778465
機構調升信用	12	12	4.732778465
機構發?之本	12	10	4.897410627
機構有利害關	12	12	4.732778465
模式等基本條	12	12	4.732778465
標的產業狀況	12	12	4.732778465
標的為全球具	12	12	4.732778465
標的投資評價	12	12	4.732778465
標的從中建構	12	12	4.732778465
構調升信用評	12	12	4.732778465
構發?之本票	12	10	4.897410627
構本基金之投	12	12	4.732778465
構有利害關係	12	12	4.732778465
業狀況及國家	12	12	4.732778465
業機構發?之	12	10	4.897410627
業對?特定人	12	12	4.732778465
條件及當年度	12	12	4.732778465
根全球新興市	12	8	5.098904108
核准得於中華	12	12	4.732778465
核准之上述各	12	12	4.732778465
析等投資組合	12	12	4.732778465
本項所列外幣	12	12	4.732778465
本目所訂投資	12	12	4.732778465
本基?持有之	12	12	4.732778465
本基金著重中	12	12	4.732778465
本基金三檔子	12	3	5.984570308
未獲分配的股	12	12	4.732778465
期發展潛力之	12	12	4.732778465
有長期發展潛	12	12	4.732778465
有該等有價證	12	12	4.732778465
有影響該國經	12	12	4.732778465
有外國貨幣計	12	12	4.732778465
有利害關係並	12	12	4.732778465
有價證券總?	12	12	4.732778465
有價證券及中	12	12	4.732778465
有之高收益債	12	12	4.732778465
最後篩選出約	12	12	4.732778465
是否為固定或	12	12	4.732778465
是否可累積至	12	12	4.732778465
是否具有買回	12	12	4.732778465
易所或證券櫃	12	12	4.732778465
易市場總市值	12	6	5.358674386
於從事本項所	12	12	4.732778465
於印度發行或	12	12	4.732778465
於全球具優先	12	12	4.732778465
於以投資高收	12	12	4.732778465
於亞太國家之	12	12	4.732778465
散投資於各成	12	12	4.732778465
效表現為目標	12	12	4.732778465
故本基金著重	12	12	4.732778465
政治性與經濟	12	12	4.732778465
收益證券之金	12	12	4.732778465
收益債券為訴	12	12	4.732778465
收益債券以新	12	12	4.732778465
收益債券之投	12	12	4.732778465
提供投資人參	12	12	4.732778465
指每季終?之	12	6	5.358674386
指印度政府或	12	12	4.732778465
持有該等有價	12	12	4.732778465
持有之高收益	12	12	4.732778465
括指數股票型	12	11	4.811347732
投資評價分析	12	12	4.732778465
投資股票及債	12	12	4.732778465
投資組合風險	12	12	4.732778465
投資組合股?	12	6	5.358674386
投資等級之債	12	12	4.732778465
投資目的為提	12	12	4.732778465
投資特別股之	12	12	4.732778465
投資比例達本	12	4	5.72480003
投資標的為全	12	12	4.732778465
投資標的從中	12	12	4.732778465
投資於股票金	12	12	4.732778465
投資於經下?	12	12	4.732778465
投資於各成分	12	12	4.732778465
投資於全球具	12	12	4.732778465
投資地區發生	12	12	4.732778465
投資利得及收	12	12	4.732778465
投資人參與來	12	12	4.732778465
投資之債券不	12	12	4.732778465
承銷中轉換公	12	12	4.732778465
所述投資比?	12	12	4.732778465
所述信評公司	12	12	4.732778465
所訂高收益債	12	12	4.732778465
所發行之有價	12	12	4.732778465
所有外國貨幣	12	12	4.732778465
所持有之高收	12	12	4.732778465
所在國之國家	12	12	4.732778465
所及其他經?	12	12	4.732778465
所列外幣間匯	12	12	4.732778465
所交易之存託	12	12	4.732778465
或轉投資於通	12	12	4.732778465
或者由發行公	12	12	4.732778465
或符合下列任	12	12	4.732778465
或浮動之配息	12	12	4.732778465
或地區店頭市	12	12	4.732778465
成?日起三個	12	12	4.732778465
惟應符合金管	12	12	4.732778465
息頻率條件及	12	12	4.732778465
息與潛在獲利	12	12	4.732778465
息之配息頻率	12	12	4.732778465
性重大且非預	12	12	4.732778465
性質之特別股	12	12	4.732778465
性與經濟性重	12	12	4.732778465
從事本項所列	12	12	4.732778465
從中建構本基	12	12	4.732778465
得高於本基?	12	6	5.358674386
得超過所有外	12	12	4.732778465
得投資於以投	12	12	4.732778465
式等基本條件	12	12	4.732778465
建構本基金之	12	12	4.732778465
度配息之配息	12	12	4.732778465
度與非累積之	12	12	4.732778465
度未獲分配的	12	12	4.732778465
年度配息之配	12	12	4.732778465
年度與非累積	12	12	4.732778465
年度未獲分配	12	12	4.732778465
平均股??預	12	6	5.358674386
幣計價資產之	12	12	4.732778465
幅超過百分之	12	3	5.984570308
市調資?分析	12	6	5.358674386
市場利率分析	12	12	4.732778465
市場債券子基	12	11	4.811347732
屬交易市場總	12	6	5.358674386
展潛力之投資	12	12	4.732778465
就特別股之有	12	12	4.732778465
導致無法匯出	12	12	4.732778465
對償還債券本	12	12	4.732778465
尋求被低估及	12	12	4.732778465
將考量特別股	12	12	4.732778465
將其納入潛在	12	12	4.732778465
家經金管會核	12	10	4.897410627
家特性之風險	12	12	4.732778465
家或地區店頭	12	12	4.732778465
定或浮動之配	12	12	4.732778465
季終?之日止	12	6	5.358674386
子基?投資於	12	12	4.732778465
子基金投資之	12	12	4.732778465
始配息基本條	12	12	4.732778465
如公開說明書	12	12	4.732778465
太地區之債券	12	6	5.358674386
太國家之有價	12	12	4.732778465
大陸地區證券	12	12	4.732778465
外的第三人對	12	12	4.732778465
外國金融組織	12	12	4.732778465
外國貨幣計價	12	12	4.732778465
場所交易之存	12	12	4.732778465
場債券子基金	12	11	4.811347732
基?投資之外	12	12	4.732778465
基?受益憑證	12	11	4.811347732
基?之安全為	12	12	4.732778465
基金長期穩定	12	12	4.732778465
基金資產組合	12	12	4.732778465
基金著重中長	12	12	4.732778465
基金於從事本	12	12	4.732778465
基金投資標的	12	12	4.732778465
基金三檔子基	12	3	5.984570308
均股??預估	12	6	5.358674386
地區或任一或	12	3	5.984570308
